"","date","county","state","fips","cases","deaths"
"135096","2020-05-11","Harris","Texas",48201,8176,179
"135097","2020-05-11","Harrison","Texas",48203,186,9
"135098","2020-05-11","Hartley","Texas",48205,8,2
"135099","2020-05-11","Hays","Texas",48209,209,2
"135100","2020-05-11","Hemphill","Texas",48211,1,0
"135101","2020-05-11","Henderson","Texas",48213,41,0
"135102","2020-05-11","Hidalgo","Texas",48215,394,8
"135103","2020-05-11","Hill","Texas",48217,19,1
"135104","2020-05-11","Hockley","Texas",48219,20,1
"135105","2020-05-11","Hood","Texas",48221,19,3
"135106","2020-05-11","Hopkins","Texas",48223,8,0
"135107","2020-05-11","Houston","Texas",48225,13,0
"135108","2020-05-11","Howard","Texas",48227,6,1
"135109","2020-05-11","Hunt","Texas",48231,57,3
"135110","2020-05-11","Hutchinson","Texas",48233,21,0
"135111","2020-05-11","Jack","Texas",48237,4,0
"135112","2020-05-11","Jackson","Texas",48239,14,0
"135113","2020-05-11","Jasper","Texas",48241,19,1
"135114","2020-05-11","Jefferson","Texas",48245,381,25
"135115","2020-05-11","Jim Hogg","Texas",48247,3,0
"135116","2020-05-11","Jim Wells","Texas",48249,7,0
"135117","2020-05-11","Johnson","Texas",48251,117,4
"135118","2020-05-11","Jones","Texas",48253,95,0
"135119","2020-05-11","Karnes","Texas",48255,3,0
"135120","2020-05-11","Kaufman","Texas",48257,120,1
"135121","2020-05-11","Kendall","Texas",48259,19,0
"135122","2020-05-11","Kerr","Texas",48265,9,0
"135123","2020-05-11","Kimble","Texas",48267,1,0
"135124","2020-05-11","Kleberg","Texas",48273,11,1
"135125","2020-05-11","Knox","Texas",48275,1,0
"135126","2020-05-11","La Salle","Texas",48283,2,0
"135127","2020-05-11","Lamar","Texas",48277,89,4
"135128","2020-05-11","Lamb","Texas",48279,7,0
"135129","2020-05-11","Lampasas","Texas",48281,8,0
"135130","2020-05-11","Lavaca","Texas",48285,6,1
"135131","2020-05-11","Lee","Texas",48287,5,0
"135132","2020-05-11","Leon","Texas",48289,9,0
"135133","2020-05-11","Liberty","Texas",48291,66,1
"135134","2020-05-11","Limestone","Texas",48293,15,1
"135135","2020-05-11","Lipscomb","Texas",48295,2,0
"135136","2020-05-11","Live Oak","Texas",48297,5,0
"135137","2020-05-11","Llano","Texas",48299,3,0
"135138","2020-05-11","Lubbock","Texas",48303,598,50
"135139","2020-05-11","Lynn","Texas",48305,5,1
"135140","2020-05-11","Madison","Texas",48313,3,0
"135141","2020-05-11","Marion","Texas",48315,16,0
"135142","2020-05-11","Martin","Texas",48317,3,1
"135143","2020-05-11","Mason","Texas",48319,28,0
"135144","2020-05-11","Matagorda","Texas",48321,64,5
"135145","2020-05-11","Maverick","Texas",48323,26,0
"135146","2020-05-11","McCulloch","Texas",48307,3,0
"135147","2020-05-11","McLennan","Texas",48309,94,4
"135148","2020-05-11","Medina","Texas",48325,32,2
"135149","2020-05-11","Midland","Texas",48329,101,12
"135150","2020-05-11","Milam","Texas",48331,20,1
"135151","2020-05-11","Mitchell","Texas",48335,1,0
"135152","2020-05-11","Montague","Texas",48337,9,1
"135153","2020-05-11","Montgomery","Texas",48339,724,17
"135154","2020-05-11","Moore","Texas",48341,526,9
"135155","2020-05-11","Morris","Texas",48343,9,0
"135156","2020-05-11","Motley","Texas",48345,1,0
"135157","2020-05-11","Nacogdoches","Texas",48347,211,9
"135158","2020-05-11","Navarro","Texas",48349,36,2
"135159","2020-05-11","Newton","Texas",48351,4,0
"135160","2020-05-11","Nolan","Texas",48353,2,0
"135161","2020-05-11","Nueces","Texas",48355,147,3
"135162","2020-05-11","Ochiltree","Texas",48357,29,1
"135163","2020-05-11","Oldham","Texas",48359,3,1
"135164","2020-05-11","Orange","Texas",48361,85,2
"135165","2020-05-11","Palo Pinto","Texas",48363,9,2
"135166","2020-05-11","Panola","Texas",48365,144,8
"135167","2020-05-11","Parker","Texas",48367,45,0
"135168","2020-05-11","Parmer","Texas",48369,19,0
"135169","2020-05-11","Pecos","Texas",48371,15,0
"135170","2020-05-11","Polk","Texas",48373,35,0
"135171","2020-05-11","Potter","Texas",48375,1179,17
"135172","2020-05-11","Rains","Texas",48379,2,0
"135173","2020-05-11","Randall","Texas",48381,379,3
"135174","2020-05-11","Red River","Texas",48387,9,0
"135175","2020-05-11","Reeves","Texas",48389,1,0
"135176","2020-05-11","Refugio","Texas",48391,1,0
"135177","2020-05-11","Roberts","Texas",48393,2,0
"135178","2020-05-11","Robertson","Texas",48395,5,0
"135179","2020-05-11","Rockwall","Texas",48397,104,5
"135180","2020-05-11","Runnels","Texas",48399,2,0
"135181","2020-05-11","Rusk","Texas",48401,40,1
"135182","2020-05-11","Sabine","Texas",48403,2,0
"135183","2020-05-11","San Augustine","Texas",48405,21,1
"135184","2020-05-11","San Jacinto","Texas",48407,11,0
"135185","2020-05-11","San Patricio","Texas",48409,22,0
"135186","2020-05-11","Scurry","Texas",48415,2,0
"135187","2020-05-11","Shackelford","Texas",48417,1,0
"135188","2020-05-11","Shelby","Texas",48419,152,5
"135189","2020-05-11","Sherman","Texas",48421,23,0
"135190","2020-05-11","Smith","Texas",48423,178,4
"135191","2020-05-11","Starr","Texas",48427,14,0
"135192","2020-05-11","Stephens","Texas",48429,1,0
"135193","2020-05-11","Swisher","Texas",48437,12,0
"135194","2020-05-11","Tarrant","Texas",48439,3745,104
"135195","2020-05-11","Taylor","Texas",48441,386,6
"135196","2020-05-11","Terry","Texas",48445,12,0
"135197","2020-05-11","Titus","Texas",48449,35,0
"135198","2020-05-11","Tom Green","Texas",48451,59,1
"135199","2020-05-11","Travis","Texas",48453,2171,65
"135200","2020-05-11","Trinity","Texas",48455,11,0
"135201","2020-05-11","Tyler","Texas",48457,7,0
"135202","2020-05-11","Upshur","Texas",48459,17,0
"135203","2020-05-11","Uvalde","Texas",48463,6,0
"135204","2020-05-11","Val Verde","Texas",48465,13,0
"135205","2020-05-11","Van Zandt","Texas",48467,18,1
"135206","2020-05-11","Victoria","Texas",48469,150,5
"135207","2020-05-11","Walker","Texas",48471,342,2
"135208","2020-05-11","Waller","Texas",48473,38,0
"135209","2020-05-11","Washington","Texas",48477,164,18
"135210","2020-05-11","Webb","Texas",48479,437,17
"135211","2020-05-11","Wharton","Texas",48481,41,0
"135212","2020-05-11","Wheeler","Texas",48483,14,0
"135213","2020-05-11","Wichita","Texas",48485,75,2
"135214","2020-05-11","Wilbarger","Texas",48487,2,0
"135215","2020-05-11","Willacy","Texas",48489,14,1
"135216","2020-05-11","Williamson","Texas",48491,380,14
"135217","2020-05-11","Wilson","Texas",48493,36,4
"135218","2020-05-11","Winkler","Texas",48495,3,0
"135219","2020-05-11","Wise","Texas",48497,30,2
"135220","2020-05-11","Wood","Texas",48499,14,0
"135221","2020-05-11","Yoakum","Texas",48501,2,0
"135222","2020-05-11","Young","Texas",48503,4,1
"135223","2020-05-11","Zapata","Texas",48505,7,0
"135224","2020-05-11","Zavala","Texas",48507,2,0
"137917","2020-05-12","Anderson","Texas",48001,50,0
"137918","2020-05-12","Andrews","Texas",48003,22,0
"137919","2020-05-12","Angelina","Texas",48005,117,1
"137920","2020-05-12","Aransas","Texas",48007,2,0
"137921","2020-05-12","Armstrong","Texas",48011,2,0
"137922","2020-05-12","Atascosa","Texas",48013,27,1
"137923","2020-05-12","Austin","Texas",48015,15,0
"137924","2020-05-12","Bailey","Texas",48017,3,0
"137925","2020-05-12","Bandera","Texas",48019,6,0
"137926","2020-05-12","Bastrop","Texas",48021,117,2
"137927","2020-05-12","Bee","Texas",48025,6,0
"137928","2020-05-12","Bell","Texas",48027,223,3
"137929","2020-05-12","Bexar","Texas",48029,1942,57
"137930","2020-05-12","Blanco","Texas",48031,6,0
"137931","2020-05-12","Bosque","Texas",48035,6,0
"137932","2020-05-12","Bowie","Texas",48037,110,11
"137933","2020-05-12","Brazoria","Texas",48039,686,9
"137934","2020-05-12","Brazos","Texas",48041,287,18
"137935","2020-05-12","Brewster","Texas",48043,1,0
"137936","2020-05-12","Briscoe","Texas",48045,1,0
"137937","2020-05-12","Brooks","Texas",48047,1,0
"137938","2020-05-12","Brown","Texas",48049,38,6
"137939","2020-05-12","Burleson","Texas",48051,16,0
"137940","2020-05-12","Burnet","Texas",48053,28,0
"137941","2020-05-12","Caldwell","Texas",48055,31,0
"137942","2020-05-12","Calhoun","Texas",48057,36,3
"137943","2020-05-12","Callahan","Texas",48059,6,1
"137944","2020-05-12","Cameron","Texas",48061,527,23
"137945","2020-05-12","Camp","Texas",48063,7,0
"137946","2020-05-12","Carson","Texas",48065,3,0
"137947","2020-05-12","Cass","Texas",48067,20,0
"137948","2020-05-12","Castro","Texas",48069,23,1
"137949","2020-05-12","Chambers","Texas",48071,50,0
"137950","2020-05-12","Cherokee","Texas",48073,23,1
"137951","2020-05-12","Childress","Texas",48075,2,0
"137952","2020-05-12","Clay","Texas",48077,3,0
"137953","2020-05-12","Cochran","Texas",48079,1,0
"137954","2020-05-12","Coke","Texas",48081,1,0
"137955","2020-05-12","Coleman","Texas",48083,2,0
"137956","2020-05-12","Collin","Texas",48085,965,29
"137957","2020-05-12","Collingsworth","Texas",48087,4,0
"137958","2020-05-12","Colorado","Texas",48089,16,0
"137959","2020-05-12","Comal","Texas",48091,68,6
"137960","2020-05-12","Comanche","Texas",48093,3,1
"137961","2020-05-12","Concho","Texas",48095,1,0
"137962","2020-05-12","Cooke","Texas",48097,12,0
"137963","2020-05-12","Coryell","Texas",48099,211,2
"137964","2020-05-12","Cottle","Texas",48101,4,1
"137965","2020-05-12","Crane","Texas",48103,2,0
"137966","2020-05-12","Crosby","Texas",48107,2,1
"137967","2020-05-12","Dallam","Texas",48111,16,0
"137968","2020-05-12","Dallas","Texas",48113,6359,148
"137969","2020-05-12","Dawson","Texas",48115,30,1
"137970","2020-05-12","DeWitt","Texas",48123,17,1
"137971","2020-05-12","Deaf Smith","Texas",48117,67,1
"137972","2020-05-12","Delta","Texas",48119,1,0
"137973","2020-05-12","Denton","Texas",48121,968,25
"137974","2020-05-12","Dickens","Texas",48125,1,0
"137975","2020-05-12","Dimmit","Texas",48127,1,0
"137976","2020-05-12","Donley","Texas",48129,26,0
"137977","2020-05-12","Duval","Texas",48131,5,0
"137978","2020-05-12","Eastland","Texas",48133,3,0
"137979","2020-05-12","Ector","Texas",48135,103,4
"137980","2020-05-12","El Paso","Texas",48141,1413,33
"137981","2020-05-12","Ellis","Texas",48139,216,11
"137982","2020-05-12","Erath","Texas",48143,14,1
"137983","2020-05-12","Falls","Texas",48145,6,0
"137984","2020-05-12","Fannin","Texas",48147,23,1
"137985","2020-05-12","Fayette","Texas",48149,26,1
"137986","2020-05-12","Floyd","Texas",48153,4,0
"137987","2020-05-12","Fort Bend","Texas",48157,1404,40
"137988","2020-05-12","Franklin","Texas",48159,3,0
"137989","2020-05-12","Freestone","Texas",48161,7,0
"137990","2020-05-12","Frio","Texas",48163,34,0
"137991","2020-05-12","Gaines","Texas",48165,4,0
"137992","2020-05-12","Galveston","Texas",48167,688,29
"137993","2020-05-12","Garza","Texas",48169,4,0
"137994","2020-05-12","Gillespie","Texas",48171,4,0
"137995","2020-05-12","Glasscock","Texas",48173,1,0
"137996","2020-05-12","Goliad","Texas",48175,7,0
"137997","2020-05-12","Gonzales","Texas",48177,59,2
"137998","2020-05-12","Gray","Texas",48179,76,0
"137999","2020-05-12","Grayson","Texas",48181,105,0
"138000","2020-05-12","Gregg","Texas",48183,132,0
"138001","2020-05-12","Grimes","Texas",48185,42,1
"138002","2020-05-12","Guadalupe","Texas",48187,99,0
"138003","2020-05-12","Hale","Texas",48189,39,4
"138004","2020-05-12","Hamilton","Texas",48193,7,0
"138005","2020-05-12","Hansford","Texas",48195,13,2
"138006","2020-05-12","Hardin","Texas",48199,116,4
"138007","2020-05-12","Harris","Texas",48201,8416,183
"138008","2020-05-12","Harrison","Texas",48203,189,9
"138009","2020-05-12","Hartley","Texas",48205,9,2
"138010","2020-05-12","Hays","Texas",48209,214,3
"138011","2020-05-12","Hemphill","Texas",48211,1,0
"138012","2020-05-12","Henderson","Texas",48213,46,0
"138013","2020-05-12","Hidalgo","Texas",48215,403,8
"138014","2020-05-12","Hill","Texas",48217,21,1
"138015","2020-05-12","Hockley","Texas",48219,20,1
"138016","2020-05-12","Hood","Texas",48221,21,3
"138017","2020-05-12","Hopkins","Texas",48223,8,0
"138018","2020-05-12","Houston","Texas",48225,14,0
"138019","2020-05-12","Howard","Texas",48227,6,1
"138020","2020-05-12","Hunt","Texas",48231,58,3
"138021","2020-05-12","Hutchinson","Texas",48233,22,0
"138022","2020-05-12","Jack","Texas",48237,4,0
"138023","2020-05-12","Jackson","Texas",48239,15,0
"138024","2020-05-12","Jasper","Texas",48241,28,2
"138025","2020-05-12","Jefferson","Texas",48245,385,26
"138026","2020-05-12","Jim Hogg","Texas",48247,3,0
"138027","2020-05-12","Jim Wells","Texas",48249,7,0
"138028","2020-05-12","Johnson","Texas",48251,121,4
"138029","2020-05-12","Jones","Texas",48253,96,0
"138030","2020-05-12","Karnes","Texas",48255,3,0
"138031","2020-05-12","Kaufman","Texas",48257,127,1
"138032","2020-05-12","Kendall","Texas",48259,20,0
"138033","2020-05-12","Kerr","Texas",48265,9,0
"138034","2020-05-12","Kimble","Texas",48267,1,0
"138035","2020-05-12","Kleberg","Texas",48273,11,1
"138036","2020-05-12","Knox","Texas",48275,1,0
"138037","2020-05-12","La Salle","Texas",48283,2,0
"138038","2020-05-12","Lamar","Texas",48277,96,4
"138039","2020-05-12","Lamb","Texas",48279,8,0
"138040","2020-05-12","Lampasas","Texas",48281,8,0
"138041","2020-05-12","Lavaca","Texas",48285,6,1
"138042","2020-05-12","Lee","Texas",48287,6,0
"138043","2020-05-12","Leon","Texas",48289,9,0
"138044","2020-05-12","Liberty","Texas",48291,70,1
"138045","2020-05-12","Limestone","Texas",48293,15,1
"138046","2020-05-12","Lipscomb","Texas",48295,2,0
"138047","2020-05-12","Live Oak","Texas",48297,5,0
"138048","2020-05-12","Llano","Texas",48299,3,0
"138049","2020-05-12","Lubbock","Texas",48303,605,50
"138050","2020-05-12","Lynn","Texas",48305,5,1
"138051","2020-05-12","Madison","Texas",48313,3,0
"138052","2020-05-12","Marion","Texas",48315,16,0
"138053","2020-05-12","Martin","Texas",48317,3,1
"138054","2020-05-12","Mason","Texas",48319,28,0
"138055","2020-05-12","Matagorda","Texas",48321,64,5
"138056","2020-05-12","Maverick","Texas",48323,41,0
"138057","2020-05-12","McCulloch","Texas",48307,3,0
"138058","2020-05-12","McLennan","Texas",48309,96,4
"138059","2020-05-12","Medina","Texas",48325,38,2
"138060","2020-05-12","Midland","Texas",48329,107,12
"138061","2020-05-12","Milam","Texas",48331,20,1
"138062","2020-05-12","Mitchell","Texas",48335,1,0
"138063","2020-05-12","Montague","Texas",48337,9,1
"138064","2020-05-12","Montgomery","Texas",48339,742,17
"138065","2020-05-12","Moore","Texas",48341,535,9
"138066","2020-05-12","Morris","Texas",48343,9,0
"138067","2020-05-12","Motley","Texas",48345,1,0
"138068","2020-05-12","Nacogdoches","Texas",48347,221,9
"138069","2020-05-12","Navarro","Texas",48349,36,2
"138070","2020-05-12","Newton","Texas",48351,4,0
"138071","2020-05-12","Nolan","Texas",48353,2,0
"138072","2020-05-12","Nueces","Texas",48355,174,3
"138073","2020-05-12","Ochiltree","Texas",48357,29,1
"138074","2020-05-12","Oldham","Texas",48359,3,1
"138075","2020-05-12","Orange","Texas",48361,85,2
"138076","2020-05-12","Palo Pinto","Texas",48363,9,2
"138077","2020-05-12","Panola","Texas",48365,149,8
"138078","2020-05-12","Parker","Texas",48367,45,0
"138079","2020-05-12","Parmer","Texas",48369,21,0
"138080","2020-05-12","Pecos","Texas",48371,19,0
"138081","2020-05-12","Polk","Texas",48373,40,0
"138082","2020-05-12","Potter","Texas",48375,1327,17
"138083","2020-05-12","Rains","Texas",48379,2,0
"138084","2020-05-12","Randall","Texas",48381,413,4
"138085","2020-05-12","Red River","Texas",48387,27,0
"138086","2020-05-12","Reeves","Texas",48389,1,0
"138087","2020-05-12","Refugio","Texas",48391,2,0
"138088","2020-05-12","Roberts","Texas",48393,2,0
"138089","2020-05-12","Robertson","Texas",48395,5,0
"138090","2020-05-12","Rockwall","Texas",48397,113,4
"138091","2020-05-12","Runnels","Texas",48399,2,0
"138092","2020-05-12","Rusk","Texas",48401,40,1
"138093","2020-05-12","Sabine","Texas",48403,3,0
"138094","2020-05-12","San Augustine","Texas",48405,22,1
"138095","2020-05-12","San Jacinto","Texas",48407,11,0
"138096","2020-05-12","San Patricio","Texas",48409,22,0
"138097","2020-05-12","Scurry","Texas",48415,2,0
"138098","2020-05-12","Shackelford","Texas",48417,1,0
"138099","2020-05-12","Shelby","Texas",48419,158,5
"138100","2020-05-12","Sherman","Texas",48421,23,0
"138101","2020-05-12","Smith","Texas",48423,185,4
"138102","2020-05-12","Starr","Texas",48427,14,0
"138103","2020-05-12","Stephens","Texas",48429,1,0
"138104","2020-05-12","Swisher","Texas",48437,13,0
"138105","2020-05-12","Tarrant","Texas",48439,3810,109
"138106","2020-05-12","Taylor","Texas",48441,389,6
"138107","2020-05-12","Terry","Texas",48445,12,0
"138108","2020-05-12","Titus","Texas",48449,37,0
"138109","2020-05-12","Tom Green","Texas",48451,59,1
"138110","2020-05-12","Travis","Texas",48453,2235,71
"138111","2020-05-12","Trinity","Texas",48455,11,0
"138112","2020-05-12","Tyler","Texas",48457,8,0
"138113","2020-05-12","Upshur","Texas",48459,17,0
"138114","2020-05-12","Uvalde","Texas",48463,6,0
"138115","2020-05-12","Val Verde","Texas",48465,13,0
"138116","2020-05-12","Van Zandt","Texas",48467,18,1
"138117","2020-05-12","Victoria","Texas",48469,150,6
"138118","2020-05-12","Walker","Texas",48471,342,2
"138119","2020-05-12","Waller","Texas",48473,38,0
"138120","2020-05-12","Washington","Texas",48477,170,22
"138121","2020-05-12","Webb","Texas",48479,444,17
"138122","2020-05-12","Wharton","Texas",48481,42,0
"138123","2020-05-12","Wheeler","Texas",48483,14,0
"138124","2020-05-12","Wichita","Texas",48485,76,2
"138125","2020-05-12","Wilbarger","Texas",48487,2,0
"138126","2020-05-12","Willacy","Texas",48489,14,1
"138127","2020-05-12","Williamson","Texas",48491,397,16
"138128","2020-05-12","Wilson","Texas",48493,36,4
"138129","2020-05-12","Winkler","Texas",48495,3,0
"138130","2020-05-12","Wise","Texas",48497,31,2
"138131","2020-05-12","Wood","Texas",48499,15,0
"138132","2020-05-12","Yoakum","Texas",48501,2,0
"138133","2020-05-12","Young","Texas",48503,4,1
"138134","2020-05-12","Zapata","Texas",48505,7,0
"138135","2020-05-12","Zavala","Texas",48507,7,0
"140834","2020-05-13","Anderson","Texas",48001,50,0
"140835","2020-05-13","Andrews","Texas",48003,22,0
"140836","2020-05-13","Angelina","Texas",48005,117,1
"140837","2020-05-13","Aransas","Texas",48007,2,0
"140838","2020-05-13","Armstrong","Texas",48011,2,0
"140839","2020-05-13","Atascosa","Texas",48013,27,1
"140840","2020-05-13","Austin","Texas",48015,15,0
"140841","2020-05-13","Bailey","Texas",48017,3,0
"140842","2020-05-13","Bandera","Texas",48019,6,0
"140843","2020-05-13","Bastrop","Texas",48021,120,2
"140844","2020-05-13","Bee","Texas",48025,6,0
"140845","2020-05-13","Bell","Texas",48027,231,3
"140846","2020-05-13","Bexar","Texas",48029,1976,58
"140847","2020-05-13","Blanco","Texas",48031,6,0
"140848","2020-05-13","Bosque","Texas",48035,6,0
"140849","2020-05-13","Bowie","Texas",48037,111,11
"140850","2020-05-13","Brazoria","Texas",48039,710,9
"140851","2020-05-13","Brazos","Texas",48041,301,18
"140852","2020-05-13","Brewster","Texas",48043,1,0
"140853","2020-05-13","Briscoe","Texas",48045,1,0
"140854","2020-05-13","Brooks","Texas",48047,1,0
"140855","2020-05-13","Brown","Texas",48049,51,7
"140856","2020-05-13","Burleson","Texas",48051,16,0
"140857","2020-05-13","Burnet","Texas",48053,28,0
"140858","2020-05-13","Caldwell","Texas",48055,33,0
"140859","2020-05-13","Calhoun","Texas",48057,36,3
"140860","2020-05-13","Callahan","Texas",48059,7,1
"140861","2020-05-13","Cameron","Texas",48061,544,25
"140862","2020-05-13","Camp","Texas",48063,11,0
"140863","2020-05-13","Carson","Texas",48065,3,0
"140864","2020-05-13","Cass","Texas",48067,20,0
"140865","2020-05-13","Castro","Texas",48069,24,1
"140866","2020-05-13","Chambers","Texas",48071,50,0
"140867","2020-05-13","Cherokee","Texas",48073,27,1
"140868","2020-05-13","Childress","Texas",48075,2,0
"140869","2020-05-13","Clay","Texas",48077,3,0
"140870","2020-05-13","Cochran","Texas",48079,1,0
"140871","2020-05-13","Coke","Texas",48081,1,0
"140872","2020-05-13","Coleman","Texas",48083,2,0
"140873","2020-05-13","Collin","Texas",48085,980,30
"140874","2020-05-13","Collingsworth","Texas",48087,4,0
"140875","2020-05-13","Colorado","Texas",48089,18,0
"140876","2020-05-13","Comal","Texas",48091,68,6
"140877","2020-05-13","Comanche","Texas",48093,3,1
"140878","2020-05-13","Concho","Texas",48095,1,0
"140879","2020-05-13","Cooke","Texas",48097,13,0
"140880","2020-05-13","Coryell","Texas",48099,217,2
"140881","2020-05-13","Cottle","Texas",48101,4,1
"140882","2020-05-13","Crane","Texas",48103,2,0
"140883","2020-05-13","Crosby","Texas",48107,2,1
"140884","2020-05-13","Dallam","Texas",48111,17,0
"140885","2020-05-13","Dallas","Texas",48113,6602,153
"140886","2020-05-13","Dawson","Texas",48115,32,1
"140887","2020-05-13","DeWitt","Texas",48123,17,1
"140888","2020-05-13","Deaf Smith","Texas",48117,92,2
"140889","2020-05-13","Delta","Texas",48119,1,0
"140890","2020-05-13","Denton","Texas",48121,989,25
"140891","2020-05-13","Dickens","Texas",48125,1,0
"140892","2020-05-13","Dimmit","Texas",48127,1,0
"140893","2020-05-13","Donley","Texas",48129,26,0
"140894","2020-05-13","Duval","Texas",48131,5,0
"140895","2020-05-13","Eastland","Texas",48133,3,0
"140896","2020-05-13","Ector","Texas",48135,103,4
"140897","2020-05-13","El Paso","Texas",48141,1456,41
"140898","2020-05-13","Ellis","Texas",48139,221,11
"140899","2020-05-13","Erath","Texas",48143,14,1
"140900","2020-05-13","Falls","Texas",48145,6,0
"140901","2020-05-13","Fannin","Texas",48147,24,1
"140902","2020-05-13","Fayette","Texas",48149,26,1
"140903","2020-05-13","Floyd","Texas",48153,4,0
"140904","2020-05-13","Fort Bend","Texas",48157,1452,40
"140905","2020-05-13","Franklin","Texas",48159,3,0
"140906","2020-05-13","Freestone","Texas",48161,7,0
"140907","2020-05-13","Frio","Texas",48163,34,0
"140908","2020-05-13","Gaines","Texas",48165,4,0
"140909","2020-05-13","Galveston","Texas",48167,691,29
"140910","2020-05-13","Garza","Texas",48169,4,0
"140911","2020-05-13","Gillespie","Texas",48171,4,0
"140912","2020-05-13","Glasscock","Texas",48173,1,0
"140913","2020-05-13","Goliad","Texas",48175,7,0
"140914","2020-05-13","Gonzales","Texas",48177,62,2
"140915","2020-05-13","Gray","Texas",48179,77,0
"140916","2020-05-13","Grayson","Texas",48181,112,0
"140917","2020-05-13","Gregg","Texas",48183,136,0
"140918","2020-05-13","Grimes","Texas",48185,54,1
"140919","2020-05-13","Guadalupe","Texas",48187,99,0
"140920","2020-05-13","Hale","Texas",48189,40,4
"140921","2020-05-13","Hamilton","Texas",48193,7,0
"140922","2020-05-13","Hansford","Texas",48195,13,2
"140923","2020-05-13","Hardin","Texas",48199,116,4
"140924","2020-05-13","Harris","Texas",48201,8621,188
"140925","2020-05-13","Harrison","Texas",48203,192,9
"140926","2020-05-13","Hartley","Texas",48205,9,2
"140927","2020-05-13","Hays","Texas",48209,217,3
"140928","2020-05-13","Hemphill","Texas",48211,1,0
"140929","2020-05-13","Henderson","Texas",48213,47,0
"140930","2020-05-13","Hidalgo","Texas",48215,409,10
"140931","2020-05-13","Hill","Texas",48217,21,1
"140932","2020-05-13","Hockley","Texas",48219,23,1
"140933","2020-05-13","Hood","Texas",48221,22,3
"140934","2020-05-13","Hopkins","Texas",48223,8,0
"140935","2020-05-13","Houston","Texas",48225,21,0
"140936","2020-05-13","Howard","Texas",48227,6,1
"140937","2020-05-13","Hunt","Texas",48231,58,3
"140938","2020-05-13","Hutchinson","Texas",48233,25,0
"140939","2020-05-13","Jack","Texas",48237,4,0
"140940","2020-05-13","Jackson","Texas",48239,15,0
"140941","2020-05-13","Jasper","Texas",48241,32,2
"140942","2020-05-13","Jefferson","Texas",48245,399,26
"140943","2020-05-13","Jim Hogg","Texas",48247,3,0
"140944","2020-05-13","Jim Wells","Texas",48249,7,0
"140945","2020-05-13","Johnson","Texas",48251,121,4
"140946","2020-05-13","Jones","Texas",48253,101,0
"140947","2020-05-13","Karnes","Texas",48255,4,0
"140948","2020-05-13","Kaufman","Texas",48257,133,1
"140949","2020-05-13","Kendall","Texas",48259,20,0
"140950","2020-05-13","Kerr","Texas",48265,9,0
"140951","2020-05-13","Kimble","Texas",48267,1,0
"140952","2020-05-13","Kleberg","Texas",48273,11,1
"140953","2020-05-13","Knox","Texas",48275,1,0
"140954","2020-05-13","La Salle","Texas",48283,3,0
"140955","2020-05-13","Lamar","Texas",48277,104,4
"140956","2020-05-13","Lamb","Texas",48279,8,0
"140957","2020-05-13","Lampasas","Texas",48281,8,0
"140958","2020-05-13","Lavaca","Texas",48285,7,1
"140959","2020-05-13","Lee","Texas",48287,6,0
"140960","2020-05-13","Leon","Texas",48289,9,0
"140961","2020-05-13","Liberty","Texas",48291,72,1
"140962","2020-05-13","Limestone","Texas",48293,15,1
"140963","2020-05-13","Lipscomb","Texas",48295,2,0
"140964","2020-05-13","Live Oak","Texas",48297,5,0
"140965","2020-05-13","Llano","Texas",48299,3,0
"140966","2020-05-13","Lubbock","Texas",48303,607,50
"140967","2020-05-13","Lynn","Texas",48305,5,1
"140968","2020-05-13","Madison","Texas",48313,3,0
"140969","2020-05-13","Marion","Texas",48315,16,0
"140970","2020-05-13","Martin","Texas",48317,3,1
"140971","2020-05-13","Mason","Texas",48319,28,0
"140972","2020-05-13","Matagorda","Texas",48321,64,5
"140973","2020-05-13","Maverick","Texas",48323,41,0
"140974","2020-05-13","McCulloch","Texas",48307,3,0
"140975","2020-05-13","McLennan","Texas",48309,96,4
"140976","2020-05-13","Medina","Texas",48325,45,2
"140977","2020-05-13","Midland","Texas",48329,115,12
"140978","2020-05-13","Milam","Texas",48331,20,1
"140979","2020-05-13","Mitchell","Texas",48335,1,0
"140980","2020-05-13","Montague","Texas",48337,9,1
"140981","2020-05-13","Montgomery","Texas",48339,758,17
"140982","2020-05-13","Moore","Texas",48341,526,9
"140983","2020-05-13","Morris","Texas",48343,9,0
"140984","2020-05-13","Motley","Texas",48345,1,0
"140985","2020-05-13","Nacogdoches","Texas",48347,224,9
"140986","2020-05-13","Navarro","Texas",48349,37,2
"140987","2020-05-13","Newton","Texas",48351,4,0
"140988","2020-05-13","Nolan","Texas",48353,2,0
"140989","2020-05-13","Nueces","Texas",48355,186,3
"140990","2020-05-13","Ochiltree","Texas",48357,40,1
"140991","2020-05-13","Oldham","Texas",48359,3,1
"140992","2020-05-13","Orange","Texas",48361,85,2
"140993","2020-05-13","Palo Pinto","Texas",48363,9,2
"140994","2020-05-13","Panola","Texas",48365,149,8
"140995","2020-05-13","Parker","Texas",48367,47,0
"140996","2020-05-13","Parmer","Texas",48369,22,0
"140997","2020-05-13","Pecos","Texas",48371,20,0
"140998","2020-05-13","Polk","Texas",48373,40,0
"140999","2020-05-13","Potter","Texas",48375,1421,21
"141000","2020-05-13","Rains","Texas",48379,2,0
"141001","2020-05-13","Randall","Texas",48381,444,4
"141002","2020-05-13","Red River","Texas",48387,28,0
